,feature,shap_importance
1,AGE,0.0068055205047130585
35,FT3_RE,0.006195676978677511
33,TSH,0.0049171424470841885
36,HCGB_RE_Z,0.004853726830333471
29,SOMA_HT,0.0037694217171519995
20,THY_SVT,0.0032746540382504463
2,INT_THY,0.002581658074632287
34,TPO,0.0024039263371378183
4,INT_RIT,0.001817497774027288
38,BMI,0.001713855192065239
16,THY_SLL,0.001420508953742683
12,THY_SLR,0.0012987693771719933
32,SOMA_HC,0.0012685696128755808
13,THY_SWR,0.0012426999164745212
14,THY_SDR,0.0011762017384171486
15,THY_SVR,0.001142972963862121
6,INT_GOIT,0.001083119073882699
24,THR_NNR,0.0009603044600225985
19,THY_SVL,0.0008243406191468239
31,SOMA_WC,0.0007523010717704892
17,THY_SWL,0.0006977831944823265
30,SOMA_BW,0.0006746156141161919
37,SCORESUM,0.0006032769451849163
5,INT_HYPO,0.0005078948452137411
26,THY_HL,0.0004650364862754941
21,THY_SI,0.0004622230480890721
28,THY_FIN,0.0004433652793522924
11,INT_SMOK,0.00034000194864347577
27,THR_NNL,0.0002762553922366351
0,SEX,0.0002598663850221783
18,THY_SDL,0.000246714917011559
25,THY_EL,0.00024278541968669742
23,THY_HR,0.00022500021441373974
8,INT_OTH,0.00011527938477229327
22,THY_ER,7.703001028858125e-05
3,INT_HYPER,5.012478504795581e-05
9,INT_DNK,3.03665019600885e-05
7,INT_NODE,2.9458688004524447e-05
10,INT_RTR,0.0
